sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids,study_id
ERS2597465,DTU2017_MG_81_MT_MS,SAMEA4777517,DTU2017_MG_81_MT_MS,35.8806,14.5544,Malta,,,,ERR2683260,MGYS00003139
ERS2597467,DTU2017_MG_83_MT_GO,SAMEA4777519,DTU2017_MG_83_MT_GO,36.0197,14.2775,Malta,,,,ERR2683262,MGYS00003139
ERS2597468,DTU2017_MG_84_HU_BU,SAMEA4777520,DTU2017_MG_84_HU_BU,47.5692,19.0746,Hungary,,,,ERR2683263,MGYS00003139
ERS2597471,DTU2017_MG_87_LC_GR,SAMEA4777523,DTU2017_MG_87_LC_GR,14.0761,,Saint Lucia,,,,ERR2683266,MGYS00003139
ERS2597472,DTU2017_MG_88_IN_CO,SAMEA4777524,DTU2017_MG_88_IN_CO,9.7914,76.3051,India,,,,ERR2683267,MGYS00003139
ERS2597474,DTU2017_MG_8_CI_AB,SAMEA4777526,DTU2017_MG_8_CI_AB,5.3414,-4.0164,Cote d&apos;Ivoire,,,,ERR2683269,MGYS00003139
ERS2597475,DTU2017_MG_90_NG_LA,SAMEA4777527,DTU2017_MG_90_NG_LA,6.6156,3.2628,Nigeria,,,,ERR2683270,MGYS00003139
ERS2597476,DTU2017_MG_91_CI_BO_b,SAMEA4777528,DTU2017_MG_91_CI_BO_b,7.7202,-5.0499,Cote d&apos;Ivoire,,,,ERR2683271,MGYS00003139
ERS2597477,DTU2017_MG_92_BW_GA,SAMEA4777529,DTU2017_MG_92_BW_GA,-24.6074,25.9635,Botswana,,,,ERR2683272,MGYS00003139
ERS2597479,DTU2017_MG_94_US_SE,SAMEA4777531,DTU2017_MG_94_US_SE,47.6619,-122.4313,USA,,,,ERR2683274,MGYS00003139
ERS2597480,DTU2017_MG_95_US_WO,SAMEA4777532,DTU2017_MG_95_US_WO,47.7897,-122.1405,USA,,,,ERR2683275,MGYS00003139
ERS2597483,DTU2017_MG_98_EC_GY,SAMEA4777535,DTU2017_MG_98_EC_GY,-2.1739,-79.9106,Ecuador,,,,ERR2683278,MGYS00003139
ERS2597484,DTU2017_MG_99_EC_CU,SAMEA4777536,DTU2017_MG_99_EC_CU,-2.8775,-78.9439,Ecuador,,,,ERR2683279,MGYS00003139
ERS2597485,DTU2017_MG_9_CI_BO_a,SAMEA4777537,DTU2017_MG_9_CI_BO_a,7.6959,-5.0326,Cote d&apos;Ivoire,,,,ERR2683280,MGYS00003139
ERS2597489,DTU2017_MG_170_NC_B,SAMEA4777541,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683526,MGYS00003139
ERS2597493,DTU2017_MG_174_NC_F,SAMEA4777545,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683530,MGYS00003139
ERS2597494,DTU2017_MG_175_NC_G,SAMEA4777546,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683531,MGYS00003139
ERS2597495,DTU2017_MG_176_NC_H,SAMEA4777547,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683532,MGYS00003139
ERS2597496,DTU2017_MG_177_NC_I,SAMEA4777548,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683533,MGYS00003139
ERS2597499,DTU2017_MG_180_NC_L,SAMEA4777551,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683536,MGYS00003139
ERS2597500,DTU2017_MG_181_NC_M,SAMEA4777552,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683537,MGYS00003139
ERS2597501,DTU2017_MG_182_NC_N,SAMEA4777553,extraction_control,66.9425,-53.6531,Denmark,,,,ERR2683538,MGYS00003139
,,,,,,,,,,,MGYS00003139
ERS1426778,wastewater metagenome,SAMEA4527599,"Tirana, Albania",41.327,9.818,Albania,,,,ERR1725938;ERR2592244;ERR1713331;ERR1713331,MGYS00001312
ERS1426779,wastewater metagenome,SAMEA4527600,"Woden, Australia",35.345,149.095,Australia,,,,ERR2592245;ERR1713332;ERR1725939;ERR1725940;ERR2592328;ERR1713332,MGYS00001312
ERS1426780,wastewater metagenome,SAMEA4527601,"Melbourne, Australia",37.914,144.643,Australia,,,,ERR1725942;ERR1725943;ERR1725941;ERR1713333;ERR1725944;ERR1713333,MGYS00001312
ERS1426781,wastewater metagenome,SAMEA4527602,"Vienna, Austria",48.208,16.373,Austria,,,,ERR1725945;ERR1713334;ERR2592246;ERR1725946;ERR1713334,MGYS00001312
ERS1426782,wastewater metagenome,SAMEA4527603,"Sofia, Bulgaria",42.697,23.321,Bulgaria,,,,ERR2592247;ERR1725947;ERR1725948;ERR1713335;ERR1713335,MGYS00001312
ERS1426783,wastewater metagenome,SAMEA4527604,"Belem, Brasil",1.455,48.49,Brazil,,,,ERR1725949;ERR2592248;ERR1713336;ERR1713336,MGYS00001312
ERS1426784,wastewater metagenome,SAMEA4527605,"Belem, Brasil",1.455,48.49,Brazil,,,,ERR1713337;ERR1725950;ERR1725951;ERR1713337,MGYS00001312
ERS1426785,wastewater metagenome,SAMEA4527606,"Palapye, Botswana",22.551,27.114,Botswana,,,,ERR1725952;ERR1725953;ERR1713338;ERR2592249;ERR1713338,MGYS00001312
ERS1426786,wastewater metagenome,SAMEA4527607,"Regina, Canada",50.445,104.618,Canada,,,,ERR2592329;ERR1725954;ERR1713339;ERR1713339,MGYS00001312
ERS1426787,wastewater metagenome,SAMEA4527608,"Calgary, Canada",51.048,114.07,Canada,,,,ERR1725956;ERR1725957;ERR1725958;ERR1713340;ERR1725955;ERR1713340,MGYS00001312
ERS1426788,wastewater metagenome,SAMEA4527609,"Toronto, Canada",43.653,79.383,Canada,,,,ERR2592250;ERR1725960;ERR1725959;ERR1713341;ERR1713341,MGYS00001312
ERS1426789,wastewater metagenome,SAMEA4527610,"Ottawa, Canada",45.421,75.697,Canada,,,,ERR1713342;ERR1713342,MGYS00001312
ERS1426790,wastewater metagenome,SAMEA4527611,"Herrenschwanden, Switzerland",46.948,7.447,Switzerland,,,,ERR1725963;ERR2592331;ERR1725961;ERR1725964;ERR2592251;ERR1713343;ERR1725962;ERR1713343,MGYS00001312
ERS1426791,wastewater metagenome,SAMEA4527612,"Guangzhou, China",23.129,113.264,China,,,,ERR1713344;ERR1713344,MGYS00001312
ERS1426792,wastewater metagenome,SAMEA4527613,"Abidjan, Cote d''Ivoire",5.36,4.008,Cote d'Ivoire,,,,ERR2592252;ERR1725965;ERR1713345;ERR1713345,MGYS00001312
ERS1426793,wastewater metagenome,SAMEA4527614,"Mosquera, Colombia",4.706,74.23,Colombia,,,,ERR1713346;ERR1713346,MGYS00001312
ERS1426794,wastewater metagenome,SAMEA4527615,"Brno, Czech Republic",49.195,16.606,Czech Republic,,,,ERR2592253;ERR1725966;ERR1713347;ERR1713347,MGYS00001312
ERS1426795,wastewater metagenome,SAMEA4527616,"Berlin, Germany",52.52,13.405,Germany,,,,ERR1725968;ERR2592254;ERR2592332;ERR1725967;ERR1713348;ERR1713348,MGYS00001312
ERS1426796,wastewater metagenome,SAMEA4527617,"Copenhagen, Denmark",55.676,12.568,Denmark,,,,ERR1713349;ERR1713349,MGYS00001312
ERS1426797,wastewater metagenome,SAMEA4527618,"Copenhagen, Denmark",55.676,12.568,Denmark,,,,ERR1713350;ERR1713350,MGYS00001312
ERS1426798,wastewater metagenome,SAMEA4527619,"Copenhagen, Denmark",55.676,12.568,Denmark,,,,ERR1713351;ERR1713351,MGYS00001312
ERS1426799,wastewater metagenome,SAMEA4527620,"Quito, Ecuador",0.18,78.467,Ecuador,,,,ERR1713352;ERR1713352,MGYS00001312
ERS1426800,wastewater metagenome,SAMEA4527621,"San Cristobal Island, Galapagos, Ecuador",0.867,89.436,Ecuador,,,,ERR1713353;ERR2592333;ERR1713353,MGYS00001312
ERS1426801,wastewater metagenome,SAMEA4527622,"Barcelona, Spain",41.385,2.173,Spain,,,,ERR2592334;ERR1725971;ERR1725970;ERR1725972;ERR1713354;ERR1725969;ERR1713354,MGYS00001312
ERS1426802,wastewater metagenome,SAMEA4527623,"Addis Ababa, Ethiopia",8.98,38.757,Ethiopia,,,,ERR1713355;ERR1713355,MGYS00001312
ERS1426803,wastewater metagenome,SAMEA4527624,"Helsinki, Finland",60.169,24.938,Finland,,,,ERR1713356;ERR1725973;ERR2592255;ERR1713356,MGYS00001312
ERS1426804,wastewater metagenome,SAMEA4527625,"Tbilisi, Georgia",41.715,44.827,Georgia,,,,ERR1713357;ERR1725974;ERR1725975;ERR2592256;ERR1713357,MGYS00001312
ERS1426805,wastewater metagenome,SAMEA4527626,"Tamale, Ghana",9.432,0.848,Ghana,,,,ERR1713358;ERR1713358,MGYS00001312
ERS1426806,wastewater metagenome,SAMEA4527627,"Banjul, Gambia",13.454,16.579,Gambia,,,,ERR1713359;ERR1713359,MGYS00001312
ERS1426807,wastewater metagenome,SAMEA4527628,"Zagreb, Croatia",45.815,15.981,Croatia,,,,ERR1713360;ERR1725977;ERR1725976;ERR2592257;ERR2592335;ERR1713360,MGYS00001312
ERS1426808,wastewater metagenome,SAMEA4527629,"Budapest, Hungary",47.497,19.04,Hungary,,,,ERR1713361;ERR1713361,MGYS00001312
ERS1426809,wastewater metagenome,SAMEA4527630,"Cochin, India",9.931,76.267,India,,,,ERR1725978;ERR2592258;ERR1713362;ERR1713362,MGYS00001312
ERS1426810,wastewater metagenome,SAMEA4527631,"Galway, Ireland",53.27,9.056,Ireland,,,,ERR1725979;ERR1725980;ERR1713363;ERR1713363,MGYS00001312
ERS1426811,wastewater metagenome,SAMEA4527632,"Tehran, Iran",35.689,51.389,Iran,,,,ERR2592259;ERR1713364;ERR1725981;ERR1713364,MGYS00001312
ERS1426812,wastewater metagenome,SAMEA4527633,"Reykjavik, Iceland",64.126,21.817,Iceland,,,,ERR1725982;ERR1713365;ERR2592260;ERR1713365,MGYS00001312
ERS1426813,wastewater metagenome,SAMEA4527634,"Jerusalem, Israel",31.768,35.213,Israel,,,,ERR1725984;ERR1713366;ERR1725983;ERR1713366,MGYS00001312
ERS1426814,wastewater metagenome,SAMEA4527635,"Rome, Italy",41.902,12.496,Italy,,,,ERR1713367;ERR1713367,MGYS00001312
ERS1426815,wastewater metagenome,SAMEA4527636,"Almaty, Kazakhstan",43.222,76.851,Kazakhstan,,,,ERR1713368;ERR1713368,MGYS00001312
ERS1426816,wastewater metagenome,SAMEA4527637,"Nairobi, Kenya",1.292,36.821,Kenya,,,,ERR1713369;ERR1725986;ERR2592261;ERR1725985;ERR1713369,MGYS00001312
ERS1426817,wastewater metagenome,SAMEA4527638,"Phnom Penh, Cambodia",11.544,104.892,Cambodia,,,,ERR1713370;ERR1713370,MGYS00001312
ERS1426818,wastewater metagenome,SAMEA4527639,"Colombo, Sri Lanka",6.927,79.861,Sri Lanka,,,,ERR1713371;ERR1713371,MGYS00001312
ERS1426819,wastewater metagenome,SAMEA4527640,"Belvaux, Luxembourg",49.509,5.922,Luxembourg,,,,ERR1713372;ERR1713372,MGYS00001312
ERS1426820,wastewater metagenome,SAMEA4527641,"Riga, Latvia",56.949,24.105,Latvia,,,,ERR1725987;ERR1713373;ERR2592262;ERR2592336;ERR1713373,MGYS00001312
ERS1426821,wastewater metagenome,SAMEA4527642,"Chisinau, Moldova",47.01,28.863,Moldova,,,,ERR1725988;ERR1713374;ERR1725989;ERR1713374,MGYS00001312
ERS1426822,wastewater metagenome,SAMEA4527643,"Skopje, Republic of Macedonia",41.997,21.428,Macedonia,,,,ERR2592263;ERR1725990;ERR1713375;ERR1725991;ERR1713375,MGYS00001312
ERS1426823,wastewater metagenome,SAMEA4527644,"St. Venera, Malta",35.89,14.476,Malta,,,,ERR1725992;ERR1725993;ERR1713376;ERR1713376,MGYS00001312
ERS1426824,wastewater metagenome,SAMEA4527645,"Bedong, Malaysia",5.728,100.507,Malaysia,,,,ERR2592264;ERR1713377;ERR2592337;ERR1725995;ERR1725994;ERR1713377,MGYS00001312
ERS1426825,wastewater metagenome,SAMEA4527646,"Ibadan, Nigeria",7.377,3.947,Nigeria,,,,ERR2592265;ERR1713378;ERR1725996;ERR1713378,MGYS00001312
ERS1426826,wastewater metagenome,SAMEA4527647,"Bilthoven, The Netherlands",52.136,5.21,Netherlands,,,,ERR1725998;ERR2592338;ERR2592266;ERR1713379;ERR1725997;ERR1713379,MGYS00001312
ERS1426827,wastewater metagenome,SAMEA4527648,"Oslo, Norway",59.913,10.752,Norway,,,,ERR2592267;ERR1713380;ERR1725999;ERR1713380,MGYS00001312
ERS1426828,wastewater metagenome,SAMEA4527649,"Kathmandu, Nepal",27.717,85.324,Nepal,,,,ERR1713381;ERR1713381,MGYS00001312
ERS1426829,wastewater metagenome,SAMEA4527650,"Dunedin, New Zealand",45.878,170.502,New Zealand,,,,ERR1713382;ERR1713382,MGYS00001312
ERS1426830,wastewater metagenome,SAMEA4527651,"Pulawy, Poland",51.416,21.969,Poland,,,,ERR1713383;ERR1726000;ERR2592268;ERR1713383,MGYS00001312
ERS1426831,wastewater metagenome,SAMEA4527652,"Karachi, Pakistan",24.861,67.009,Pakistan,,,,ERR1713384;ERR1713384,MGYS00001312
ERS1426832,wastewater metagenome,SAMEA4527653,"Lima, Peru",12.046,77.042,Peru,,,,ERR1713385;ERR1713385,MGYS00001312
ERS1426833,wastewater metagenome,SAMEA4527654,"Dakar, Senegal",14.764,17.366,Senegal,,,,ERR1713386;ERR1713386,MGYS00001312
ERS1426834,wastewater metagenome,SAMEA4527655,"Singapore, Singapore",1.352,103.819,Singapore,,,,ERR1713387;ERR1726001;ERR2592269;ERR1713387,MGYS00001312
ERS1426835,wastewater metagenome,SAMEA4527656,"Belgrade, Serbia",44.786,20.448,Serbia,,,,ERR1726002;ERR1713388;ERR2592270;ERR1713388,MGYS00001312
ERS1426836,wastewater metagenome,SAMEA4527657,"Bratislava, Slovakia",48.148,17.107,Slovakia,,,,ERR1713389;ERR1726003;ERR1713389,MGYS00001312
ERS1426837,wastewater metagenome,SAMEA4527658,"Ljubljana, Slovenia",46.056,14.505,Slovenia,,,,ERR1713390;ERR2592271;ERR1726004;ERR1713390,MGYS00001312
ERS1426838,wastewater metagenome,SAMEA4527659,"Uppsala, Sweden",59.858,17.638,Sweden,,,,ERR1713391;ERR1713391,MGYS00001312
ERS1426839,wastewater metagenome,SAMEA4527660,"Gotheborg, Sweden",57.708,11.974,Sweden,,,,ERR1726005;ERR1713392;ERR1726006;ERR1713392,MGYS00001312
ERS1426840,wastewater metagenome,SAMEA4527661,"N''Djamena, Chad",12.134,15.055,Chad,,,,ERR2592272;ERR1726008;ERR1713393;ERR2592339;ERR1726007;ERR1713393,MGYS00001312
ERS1426841,wastewater metagenome,SAMEA4527662,"Lome, Togo",6.172,1.231,Togo,,,,ERR1713394;ERR1713394,MGYS00001312
ERS1426842,wastewater metagenome,SAMEA4527663,"Ankara, Turkey",39.933,32.859,Turkey,,,,ERR2592273;ERR1713395;ERR1726009;ERR1713395,MGYS00001312
ERS1426843,wastewater metagenome,SAMEA4527664,"Moshi, Tanzania",3.343,37.329,Tanzania,,,,ERR1713396;ERR1713396,MGYS00001312
ERS1426844,wastewater metagenome,SAMEA4527665,"Atlanta, GA, USA",33.749,84.388,USA,,,,ERR1713397;ERR1713397,MGYS00001312
ERS1426845,wastewater metagenome,SAMEA4527666,"Seattle,WA, USA",47.606,122.332,USA,,,,ERR1726010;ERR1713398;ERR1726011;ERR2592274;ERR1713398,MGYS00001312
ERS1426846,wastewater metagenome,SAMEA4527667,"Chicago, IL, USA",41.878,87.629,USA,,,,ERR1726014;ERR2592340;ERR1726012;ERR1713399;ERR1726015;ERR1726013;ERR2592275;ERR1713399,MGYS00001312
ERS1426847,wastewater metagenome,SAMEA4527668,"Portland,OR, USA",37.09,95.712,USA,,,,ERR2592276;ERR1713400;ERR1713400,MGYS00001312
ERS1426848,wastewater metagenome,SAMEA4527669,"El Paso, TX, USA",31.761,106.485,USA,,,,ERR1713401;ERR1726017;ERR2592277;ERR1726016;ERR1713401,MGYS00001312
ERS1426849,wastewater metagenome,SAMEA4527670,"El Paso, TX, USA",31.761,106.485,USA,,,,ERR1713402;ERR1726018;ERR1726019;ERR2592278;ERR1713402,MGYS00001312
ERS1426850,wastewater metagenome,SAMEA4527671,"El Paso, TX, USA",31.761,106.485,USA,,,,ERR1726023;ERR1726022;ERR2592341;ERR2592279;ERR1726021;ERR1713403;ERR1726020;ERR1713403,MGYS00001312
ERS1426851,wastewater metagenome,SAMEA4527672,"El Paso, TX, USA",31.761,106.485,USA,,,,ERR2592280;ERR1726028;ERR1726027;ERR1726025;ERR1713404;ERR1726026;ERR1726029;ERR2592342;ERR1726024;ERR1713404,MGYS00001312
ERS1426852,wastewater metagenome,SAMEA4527673,"South Adams County, CO, USA",39.887,104.828,USA,,,,ERR1713405;ERR1713405,MGYS00001312
ERS1426853,wastewater metagenome,SAMEA4527674,"Boulder, CO, USA",40.015,105.27,USA,,,,ERR1713406;ERR1713406,MGYS00001312
ERS1426854,wastewater metagenome,SAMEA4527675,"Ho Chi Minh, Vietnam",10.823,106.629,Viet Nam,,,,ERR1713407;ERR1713407,MGYS00001312
ERS1426855,wastewater metagenome,SAMEA4527676,"Pristina, Kosovo",42.662,42.662,Kosovo,,,,ERR1713408;ERR1713408,MGYS00001312
ERS1426856,wastewater metagenome,SAMEA4527677,"Johannesburg, South Africa",26.204,28.047,South Africa,,,,ERR1713409;ERR2592281;ERR1726030;ERR1713409,MGYS00001312
ERS1426857,wastewater metagenome,SAMEA4527678,"Lusaka, Zambia",15.387,28.322,Zambia,,,,ERR1726031;ERR2592282;ERR1713410;ERR1713410,MGYS00001312
ERS1426858,wastewater metagenome,SAMEA4527679,"Kitwe, Zambia",12.823,28.217,Zambia,,,,ERR1726033;ERR1726034;ERR1713411;ERR2592343;ERR2592283;ERR1726032;ERR1726035;ERR1713411,MGYS00001312
ERS2753749,AD.NFC_W90.READ1 Taxonomy ID:256318,SAMEA4934959,AD.NFC_W90.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808645,MGYS00005055
ERS2753750,WT.NFC_W84.READ1 Taxonomy ID:256318,SAMEA4934960,WT.NFC_W84.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808646,MGYS00005055
ERS2753751,AD.NFC_W90.READ2 Taxonomy ID:256318,SAMEA4934961,AD.NFC_W90.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808647,MGYS00005055
ERS2753752,TE.NFC_W82.READ1 Taxonomy ID:256318,SAMEA4934962,TE.NFC_W82.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808648,MGYS00005055
ERS2753753,TU.NFC_W92.READ2 Taxonomy ID:256318,SAMEA4934963,TU.NFC_W92.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808649,MGYS00005055
ERS2753754,TE.NFC_W82.READ2 Taxonomy ID:256318,SAMEA4934964,TE.NFC_W82.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808650,MGYS00005055
ERS2753755,AH.NFC_W97.READ2 Taxonomy ID:256318,SAMEA4934965,AH.NFC_W97.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808651,MGYS00005055
ERS2753756,ZR.NFC_W86.READ1 Taxonomy ID:256318,SAMEA4934966,ZR.NFC_W86.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808652,MGYS00005055
ERS2753757,MN.NFC_W78.READ2 Taxonomy ID:256318,SAMEA4934967,MN.NFC_W78.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808653,MGYS00005055
ERS2753758,BE.NFC_W94.READ2 Taxonomy ID:256318,SAMEA4934968,BE.NFC_W94.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808654,MGYS00005055
ERS2753759,TG.NFC_W80.READ2 Taxonomy ID:256318,SAMEA4934969,TG.NFC_W80.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808655,MGYS00005055
ERS2753760,FD.NFC_W88.READ2 Taxonomy ID:256318,SAMEA4934970,FD.NFC_W88.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808656,MGYS00005055
ERS2753761,TG.NFC_W80.READ1 Taxonomy ID:256318,SAMEA4934971,TG.NFC_W80.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808657,MGYS00005055
ERS2753762,ZR.NFC_W86.READ2 Taxonomy ID:256318,SAMEA4934972,ZR.NFC_W86.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808658,MGYS00005055
ERS2753763,FR.NFC_W95.READ2 Taxonomy ID:256318,SAMEA4934973,FR.NFC_W95.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808659,MGYS00005055
ERS2753764,AH.NFC_W97.READ1 Taxonomy ID:256318,SAMEA4934974,AH.NFC_W97.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808660,MGYS00005055
ERS2753765,WT.NFC_W84.READ2 Taxonomy ID:256318,SAMEA4934975,WT.NFC_W84.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808661,MGYS00005055
ERS2753766,FD.NFC_W88.READ1 Taxonomy ID:256318,SAMEA4934976,FD.NFC_W88.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808662,MGYS00005055
ERS2753767,EM.NFC_W76.READ2 Taxonomy ID:256318,SAMEA4934977,EM.NFC_W76.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808663,MGYS00005055
ERS2753768,TU.NFC_W92.READ1 Taxonomy ID:256318,SAMEA4934978,TU.NFC_W92.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808664,MGYS00005055
ERS2753769,EM.NFC_W76.READ1 Taxonomy ID:256318,SAMEA4934979,EM.NFC_W76.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808665,MGYS00005055
ERS2753770,FR.NFC_W95.READ1 Taxonomy ID:256318,SAMEA4934980,FR.NFC_W95.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808666,MGYS00005055
ERS2753771,MN.NFC_W78.READ1 Taxonomy ID:256318,SAMEA4934981,MN.NFC_W78.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808667,MGYS00005055
ERS2753772,BE.NFC_W94.READ1 Taxonomy ID:256318,SAMEA4934982,BE.NFC_W94.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2808668,MGYS00005055
ERS2758580,TG.INF_W56.READ1 Taxonomy ID:256318,SAMEA4939797,TG.INF_W56.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814645,MGYS00005056
ERS2758581,FD.INF_W64.READ2 Taxonomy ID:256318,SAMEA4939798,FD.INF_W64.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814646,MGYS00005056
ERS2758582,MN.INF_W54.READ1 Taxonomy ID:256318,SAMEA4939799,MN.INF_W54.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814647,MGYS00005056
ERS2758583,WT.INF_W60.READ2 Taxonomy ID:256318,SAMEA4939800,WT.INF_W60.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814648,MGYS00005056
ERS2758584,ZR.INF_W62.READ2 Taxonomy ID:256318,SAMEA4939801,ZR.INF_W62.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814649,MGYS00005056
ERS2758585,ZR.INF_W62.READ1 Taxonomy ID:256318,SAMEA4939802,ZR.INF_W62.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814650,MGYS00005056
ERS2758586,AH.INF_W74.READ1 Taxonomy ID:256318,SAMEA4939803,AH.INF_W74.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814651,MGYS00005056
ERS2758587,AD.INF_W66.READ1 Taxonomy ID:256318,SAMEA4939804,AD.INF_W66.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814652,MGYS00005056
ERS2758588,FR.INF_W72.READ2 Taxonomy ID:256318,SAMEA4939805,FR.INF_W72.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814653,MGYS00005056
ERS2758589,FR.INF_W72.READ1 Taxonomy ID:256318,SAMEA4939806,FR.INF_W72.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814654,MGYS00005056
ERS2758590,EM.INF_W52.READ2 Taxonomy ID:256318,SAMEA4939807,EM.INF_W52.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814655,MGYS00005056
ERS2758591,TU.INF_W68.READ2 Taxonomy ID:256318,SAMEA4939808,TU.INF_W68.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814656,MGYS00005056
ERS2758592,TE.INF_W58.READ2 Taxonomy ID:256318,SAMEA4939809,TE.INF_W58.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814657,MGYS00005056
ERS2758593,AD.INF_W66.READ2 Taxonomy ID:256318,SAMEA4939810,AD.INF_W66.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814658,MGYS00005056
ERS2758594,AH.INF_W74.READ2 Taxonomy ID:256318,SAMEA4939811,AH.INF_W74.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814659,MGYS00005056
ERS2758595,FD.INF_W64.READ1 Taxonomy ID:256318,SAMEA4939812,FD.INF_W64.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814660,MGYS00005056
ERS2758596,TU.INF_W68.READ1 Taxonomy ID:256318,SAMEA4939813,TU.INF_W68.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814661,MGYS00005056
ERS2758597,WT.INF_W60.READ1 Taxonomy ID:256318,SAMEA4939814,WT.INF_W60.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814662,MGYS00005056
