,study_id,Actinobacteria,Chloroflexi,Firmicutes,Gemmatimonadetes,Planctomycetes,Proteobacteria,Verrucomicrobia,Crenarchaeota,Euryarchaeota,Parvarchaeota,Acidobacteria,Aquificae,Armatimonadetes,Bacteroidetes,Caldiserica,Caldithrix,Chlamydiae,Chlorobi,Cyanobacteria,Deferribacteres,Elusimicrobia,Fibrobacteres,Fusobacteria,Lentisphaerae,Nitrospirae,Spirochaetes,Synergistetes,Tenericutes,Thermi,Thermotogae,Dictyoglomi,Poribacteria,Chrysiogenetes,Thaumarchaeota,Balneolaeota,Calditrichaeota,Ignavibacteriae,Kiritimatiellaeota,Nitrospinae,Thermodesulfobacteria,Annelida,Apicomplexa,Arthropoda,Ascomycota,Bacillariophyta,Basidiomycota,Brachiopoda,Chlorophyta,Chordata,Cryptomycota,Echinodermata,Euglenida,Haplosporidia,Mollusca,Mucoromycota,Nematoda,Phaeophyceae,Picozoa,Platyhelminthes,Rotifera,Streptophyta,Tardigrada,Zoopagomycota,Nanoarchaeota,Rhodothermaeota,Blastocladiomycota,Bryozoa,Chromerida,Chytridiomycota,Cnidaria,Colponemidia,Entoprocta,Entorrhizomycota,Eustigmatophyceae,Gastrotricha,Gnathostomulida,Hemichordata,Microsporidia,Pinguiophyceae,Placozoa,Porifera,Priapulida,Xanthophyceae,Xenacoelomorpha,Ciliophora,Euglenozoa,Coprothermobacterota,Cercozoa,Discosea,Endomyxa,Evosea,Fornicata,Haptista,Preaxostyla,Rhodophyta,Tubulinea
ERR2683274,MGYS00003139,3476,73,21599,44,56,38009,429,0,106,0,63,0,6,7169,2,0,37,2,5,1,1,4,6353,6,11,19,175,165,0,0,0,0,0,0,0,0,10,32,0,0,1,0,39,215,1,0,0,4,14,85,0,2,0,0,0,600,0,0,0,25,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683275,MGYS00003139,5640,153,22985,14,63,35970,455,2,157,0,109,0,11,3575,1,0,55,0,12,1,1,6,12790,5,17,19,335,175,0,0,0,0,0,0,0,2,11,37,0,0,1,3,126,792,0,33,0,8,3,58,0,3,0,2,3,1205,0,0,1,179,122,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683278,MGYS00003139,2763,128,48393,3,64,123114,210,1,90,0,60,0,8,15134,2,0,100,0,49,0,5,1,235,3,3,16,206,71,0,1,0,0,0,0,0,0,10,33,0,0,1,0,50,23,1,5,0,6,0,15,0,0,0,0,0,44,0,0,1,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683279,MGYS00003139,404,14,2684,2,8,68932,40,0,19,0,14,0,3,1903,4,0,5,0,3,0,1,1,234,1,2,10,28,37,0,0,0,0,0,1,0,0,3,8,0,0,0,0,1,3,0,1,0,0,0,6,0,0,0,0,0,36,0,0,0,6,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683280,MGYS00003139,41854,383,8406,31,718,5050,195,0,32,0,87,0,20,881,4,0,36,0,842,0,3,8,43,8,7,36,4,15,0,3,0,0,0,6,0,1,23,10,2,0,9,15,475,80,1,201,0,44,3063,3,0,10,0,138,0,41,0,0,0,12,71,0,0,0,0,0,0,0,11,3,0,0,0,4,42,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683526,MGYS00003139,33,4,138,0,2,234,5,0,1,0,3,0,2,44,0,0,0,0,0,0,0,0,6,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683530,MGYS00003139,16,3,115,0,1,160,2,0,3,0,7,0,0,21,3,0,0,0,0,0,0,0,15,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,4,0,0,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683531,MGYS00003139,12,5,127,0,0,87,7,0,6,0,1,0,1,55,0,0,2,0,1,0,1,0,10,0,0,1,12,2,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683532,MGYS00003139,30,0,176,0,0,241,4,0,2,0,1,0,0,76,0,0,0,0,1,0,0,0,10,0,0,2,5,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683533,MGYS00003139,97,62,513,0,13,799,35,0,29,0,16,0,9,222,2,0,24,0,8,0,0,2,45,1,0,3,79,7,0,4,0,0,0,0,0,0,1,12,0,0,2,0,8,4,5,1,0,3,0,1,0,1,0,1,0,26,0,0,0,8,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683536,MGYS00003139,114,17,598,3,3,1121,39,0,11,0,9,0,0,295,2,0,3,0,4,0,0,1,15,0,0,6,4,15,0,0,0,0,0,0,0,0,9,6,0,0,3,1,8,4,5,0,0,6,2,1,0,1,0,0,0,25,0,0,0,3,12,0,1,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683537,MGYS00003139,3,0,10,0,0,21,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683538,MGYS00003139,5,0,11,0,0,14,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ782916,MGYS00005025,2,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ782915,MGYS00005025,2,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ782927,MGYS00005025,1,0,2,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ782929,MGYS00005025,1,0,1,0,0,8,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ782928,MGYS00005025,2,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ782923,MGYS00005025,0,0,2,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ782930,MGYS00005025,1,0,3,0,0,9,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ782925,MGYS00005025,1,0,1,0,0,10,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ782926,MGYS00005025,2,0,1,0,0,8,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ782924,MGYS00005025,2,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808645,MGYS00005055,1420,178,398,11,41,4488,87,1,29,0,10,0,1,1702,0,0,2,0,7,1,1,0,6,0,4,8,9,1,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,14,0,0,0,1,3,1,0,0,0,0,0,2,1,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808646,MGYS00005055,856,494,286,35,99,3764,176,0,18,0,123,0,4,1581,1,0,14,1,19,0,6,8,7,0,37,74,10,0,0,1,0,0,0,0,0,0,47,5,0,0,0,0,3,8,1,1,0,1,1,1,0,10,0,0,0,0,1,0,0,12,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808647,MGYS00005055,1266,164,354,12,36,4067,94,0,30,0,17,0,1,1557,0,0,2,0,7,0,3,0,10,0,3,5,14,3,0,0,0,0,0,0,0,0,7,1,0,0,1,1,1,13,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808648,MGYS00005055,957,347,395,35,66,5663,219,0,16,0,76,0,4,2134,0,0,30,0,28,0,1,5,21,0,2,231,16,4,0,0,0,0,0,0,0,2,15,0,0,0,1,3,2,5,0,2,0,0,2,3,0,0,0,0,0,5,1,0,0,35,809,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808649,MGYS00005055,1015,252,249,36,68,3902,153,0,2,0,308,0,2,1585,0,0,30,0,29,0,0,8,11,1,32,209,11,5,0,1,0,0,0,0,0,0,21,3,0,0,0,0,0,2,1,0,0,0,2,3,0,2,0,0,0,1,0,0,0,32,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808650,MGYS00005055,881,322,361,32,61,5409,204,0,14,0,75,0,3,2042,0,0,31,0,29,0,1,6,19,0,9,224,22,4,0,1,0,0,0,0,0,1,18,3,0,0,1,21,2,4,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,30,811,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808651,MGYS00005055,319,246,191,28,74,3948,142,1,14,0,35,0,0,1414,0,0,17,0,27,0,1,1,10,0,48,214,2,3,0,0,0,0,0,0,1,0,20,4,0,0,0,2,3,3,1,4,0,0,2,4,0,4,0,0,0,6,0,0,1,18,16,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808652,MGYS00005055,984,456,376,27,83,6126,208,0,6,0,236,0,3,2318,0,0,3,0,42,0,1,13,25,1,14,115,12,3,0,0,0,0,0,0,0,1,23,6,0,0,0,0,2,21,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808653,MGYS00005055,1080,110,259,53,102,4623,211,0,4,0,59,0,4,2238,0,0,11,0,30,0,3,1,18,0,42,223,15,1,0,0,0,0,0,0,0,0,34,0,0,0,2,1,2,11,0,0,0,0,5,2,0,0,0,0,0,10,1,0,1,31,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808654,MGYS00005055,204,99,516,3,10,15510,71,0,9,0,62,0,2,1847,0,0,3,0,17,0,0,2,55,0,15,4,11,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,6,0,1,0,0,4,0,0,3,0,0,0,83,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808655,MGYS00005055,864,489,295,48,95,4006,196,0,12,0,145,0,3,1842,0,0,6,1,42,0,4,9,9,1,43,88,6,5,0,2,0,0,0,0,0,0,45,6,0,0,0,2,3,6,3,5,0,1,2,2,0,20,0,0,0,3,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808656,MGYS00005055,1160,285,370,29,86,4733,225,0,8,0,71,0,7,1593,0,0,16,0,101,0,1,2,18,1,3,475,14,6,0,1,0,0,0,0,0,2,23,3,0,0,7,0,2,8,1,0,0,1,3,1,0,0,0,0,9,5,1,0,0,19,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808657,MGYS00005055,906,520,330,48,108,4329,208,0,13,0,161,0,5,1954,0,0,5,1,36,0,7,9,10,1,40,95,6,4,0,1,0,0,0,0,0,0,47,6,0,0,1,0,3,7,0,2,0,0,2,4,0,17,0,0,0,3,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808658,MGYS00005055,912,421,357,22,81,5687,183,0,4,0,219,0,2,2061,0,0,3,0,33,0,2,8,25,0,18,101,15,1,0,0,0,0,0,0,0,3,21,5,0,0,0,0,0,25,2,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808659,MGYS00005055,1465,27,252,116,8,5755,126,0,9,0,9,0,0,1516,0,0,8,0,21,0,0,7,8,1,11,119,5,3,0,0,0,0,0,0,0,3,5,3,0,0,0,1,4,7,0,3,0,0,0,9,0,3,0,0,0,4,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808660,MGYS00005055,341,257,209,31,74,4248,155,1,14,0,38,0,0,1581,0,0,16,0,36,0,0,1,13,0,51,226,7,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,5,3,1,0,1,5,7,0,5,0,0,1,6,0,0,1,23,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808661,MGYS00005055,743,451,267,34,92,3388,161,0,15,0,108,0,3,1402,1,0,13,0,21,0,5,4,8,0,31,76,10,1,0,0,0,0,0,0,0,0,39,6,0,0,0,1,2,7,0,1,0,0,2,0,0,7,0,0,0,4,0,0,0,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808662,MGYS00005055,1289,331,409,31,101,5276,240,0,6,0,80,0,8,1804,0,0,21,0,106,0,0,2,23,1,2,538,8,7,0,1,0,0,0,0,1,0,27,6,0,0,6,2,1,14,0,1,0,2,2,3,0,0,0,0,3,6,0,0,1,11,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808663,MGYS00005055,767,177,202,42,79,3339,124,0,1,0,61,0,3,1288,0,0,4,0,25,0,2,0,8,0,45,77,3,1,0,0,0,0,0,0,0,0,27,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808664,MGYS00005055,1127,284,288,35,78,4220,154,0,2,0,359,0,2,1718,0,0,28,0,31,0,1,7,16,1,27,226,18,4,0,0,0,0,0,0,0,0,21,3,0,0,0,5,4,2,2,0,0,1,3,3,0,2,0,0,0,2,2,0,0,35,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808665,MGYS00005055,834,192,214,47,85,3598,140,0,1,0,60,0,4,1387,0,0,4,0,24,1,2,1,9,0,55,77,5,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808666,MGYS00005055,1542,31,269,128,12,6285,141,0,10,0,8,0,0,1679,0,0,11,0,23,0,0,7,4,1,7,130,10,4,0,0,0,0,0,0,0,0,3,2,0,0,2,1,2,7,1,2,0,0,1,9,0,5,0,0,0,3,0,0,0,6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808667,MGYS00005055,1162,111,281,64,111,4923,223,0,4,0,57,0,4,2424,0,0,12,0,30,0,3,2,22,0,36,240,5,1,0,0,0,0,0,0,0,0,36,2,0,0,2,2,1,14,1,0,0,1,5,5,0,0,0,0,0,7,0,0,3,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808668,MGYS00005055,242,107,540,4,11,16910,81,0,9,0,68,0,2,1965,0,0,2,0,20,0,0,2,63,0,23,5,6,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,0,1,0,0,1,1,0,2,0,0,0,89,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814645,MGYS00005056,764,12,9364,4,11,15138,78,0,12,0,9,0,0,6977,0,0,4,3,28,0,2,20,683,7,3,14,15,98,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,4,0,4,0,0,1,1,0,0,0,0,0,12,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814646,MGYS00005056,685,40,6284,3,20,9749,147,0,18,0,14,0,0,4807,0,0,7,0,68,0,3,19,1029,24,2,332,11,90,0,1,0,0,0,0,0,0,9,4,0,0,2,3,1,5,0,0,0,28,3,1,0,0,0,1,0,2,0,0,0,0,329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814647,MGYS00005056,738,19,5841,2,10,16395,96,0,25,0,15,0,0,6106,0,0,11,0,24,0,14,10,1274,13,6,105,20,48,0,1,0,0,0,0,0,0,22,11,0,0,0,3,0,34,2,2,0,2,10,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814648,MGYS00005056,787,56,7776,2,17,10119,101,0,22,0,26,0,0,5900,1,0,10,0,43,0,32,12,529,16,10,129,25,77,0,0,0,0,0,0,0,2,12,10,0,0,0,0,2,3,0,0,0,19,1,2,0,2,0,0,0,18,0,0,0,13,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814649,MGYS00005056,550,28,5259,2,8,9861,65,0,17,0,29,0,1,4593,0,0,6,3,30,0,7,18,920,10,2,70,18,111,0,1,0,0,0,0,0,0,7,10,0,0,0,0,1,6,0,0,0,1,3,0,0,0,0,0,0,11,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814650,MGYS00005056,591,34,5586,3,10,10656,73,1,21,0,34,0,1,4950,0,0,7,0,34,0,7,29,988,15,2,70,21,116,0,3,0,0,0,0,0,0,9,9,0,0,0,1,0,7,1,2,0,1,5,0,0,0,0,0,0,4,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814651,MGYS00005056,363,98,4106,4,19,18355,111,0,81,0,18,0,5,3543,3,0,18,1,22,0,4,23,1525,20,15,203,55,42,0,17,0,0,0,1,0,0,11,12,0,0,2,0,1,5,0,0,0,0,4,2,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814652,MGYS00005056,877,179,7977,1,14,11242,118,1,75,0,14,0,0,6141,3,0,5,1,27,0,1,20,971,19,3,61,33,61,0,1,0,0,0,0,0,0,10,11,0,0,0,0,1,14,0,5,0,2,1,0,0,3,0,0,0,18,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814653,MGYS00005056,1378,21,11831,10,45,14588,184,0,15,0,37,0,7,7312,0,0,9,0,49,1,11,38,571,26,123,49,8,113,0,3,0,0,0,0,0,0,10,4,0,0,9,1,3,18,0,1,0,2,1,11,0,3,0,0,0,14,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814654,MGYS00005056,1521,37,12828,11,48,15677,197,0,18,0,45,0,5,7862,1,0,7,0,50,0,11,33,611,28,133,58,10,121,0,3,0,0,0,0,0,0,10,6,0,0,17,1,1,26,1,2,0,2,3,5,0,0,0,0,0,7,0,0,0,2,7,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814655,MGYS00005056,1140,20,6233,8,9,12242,180,1,22,0,21,0,2,5211,1,0,18,1,59,0,2,29,1197,14,7,171,31,112,0,5,0,0,0,0,0,0,20,14,0,0,0,0,0,23,1,1,0,0,1,2,0,1,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814656,MGYS00005056,573,117,6668,12,17,9830,83,0,16,0,30,0,1,5291,0,0,9,2,26,0,4,14,410,9,2,56,14,60,0,2,0,0,0,1,0,0,23,7,0,0,1,0,0,4,1,2,0,0,3,3,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814657,MGYS00005056,700,22,11458,0,7,11446,66,0,62,0,7,0,1,5696,0,0,8,5,34,0,9,48,993,11,0,78,26,107,0,0,0,0,0,0,0,1,23,21,0,0,0,0,4,52,2,6,0,2,4,1,0,1,0,0,0,8,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814658,MGYS00005056,844,167,7588,1,14,10751,108,0,75,0,14,0,1,5948,3,0,8,0,31,0,0,16,935,23,2,60,33,51,0,2,0,0,0,0,0,0,9,10,0,0,0,1,3,12,0,4,0,5,4,1,0,1,0,0,0,19,1,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814659,MGYS00005056,342,71,3864,3,15,17141,97,0,80,0,15,0,1,3277,5,0,17,0,17,0,4,15,1366,20,8,177,59,43,0,16,0,0,0,1,0,1,8,8,0,0,3,1,2,3,0,0,0,0,4,3,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2814660,MGYS00005056,811,36,6757,3,20,10513,156,0,20,0,24,0,1,5183,0,0,7,1,66,0,4,32,1134,28,2,382,11,92,0,0,0,0,0,0,0,0,8,8,0,0,0,5,0,12,0,2,0,29,1,2,0,0,0,0,0,5,1,0,1,1,337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
